rfq_id,actual_requirement_count,predicted_requirement_count,true_positives,false_positives,false_negatives,exact_match,devCategory_predicted,devCategory_confidence,devCategory_evidence,devCategory_method,characteristic_predicted,characteristic_confidence,characteristic_evidence,characteristic_method,housing_predicted,housing_confidence,housing_evidence,housing_method,powerSupply_predicted,powerSupply_confidence,powerSupply_evidence,powerSupply_method,numberOfChannels_predicted,numberOfChannels_confidence,numberOfChannels_evidence,numberOfChannels_method,explosionApproval_predicted,explosionApproval_confidence,explosionApproval_evidence,explosionApproval_method,protectionArea_predicted,protectionArea_confidence,protectionArea_evidence,protectionArea_method,certification_predicted,certification_confidence,certification_evidence,certification_method,dataInterface_predicted,dataInterface_confidence,dataInterface_evidence,dataInterface_method,stromSchaltbar_predicted,stromSchaltbar_confidence,stromSchaltbar_evidence,stromSchaltbar_method,stromEingaenge_predicted,stromEingaenge_confidence,stromEingaenge_evidence,stromEingaenge_method,temperaturEingaenge_predicted,temperaturEingaenge_confidence,temperaturEingaenge_evidence,temperaturEingaenge_method,binaerDigitalOpenColl_MN_predicted,binaerDigitalOpenColl_MN_confidence,binaerDigitalOpenColl_MN_evidence,binaerDigitalOpenColl_MN_method,binaerOpenColl_MP_predicted,binaerOpenColl_MP_confidence,binaerOpenColl_MP_evidence,binaerOpenColl_MP_method,waveInjector_predicted,waveInjector_confidence,waveInjector_evidence,waveInjector_method,dev_advMeterVerification_predicted,dev_advMeterVerification_confidence,dev_advMeterVerification_evidence,dev_advMeterVerification_method,dynamicGasMaster_predicted,dynamicGasMaster_confidence,dynamicGasMaster_evidence,dynamicGasMaster_method,customUserFluid_predicted,customUserFluid_confidence,customUserFluid_evidence,customUserFluid_method,steamApplication_predicted,steamApplication_confidence,steamApplication_evidence,steamApplication_method
RFQ731-000011,14,3,3,0,11,False,G,0.98,n based on the following technical and application requirements: the application requires gas measurement. the proposed solution must provide standard-temperature service. the proposed solution m,EXPLICIT_GAS,NOVALUE,0.0,,,ST,0.99,ed solution must provide standard-temperature service. the proposed solution must provide stainless-steel housing. we require the standard electrical supply option. we require dual-channel measurement. t,EXPLICIT_HOUSING,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,n must provide standard certification documentation. the equipment is required to support standard communication capability. we require a dedicated current-input channel. the application requires an add,SEMANTIC_STANDARD_COMMUNICATION,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-000012,16,8,7,1,9,False,G,0.98,requirements: the application requires liquid flow measurement. the application requires general-purpose configuration. the installation environment requires a robust industrial enclosure. the equipment is re,EXPLICIT_GENERAL_PURPOSE,GP,0.98,requirements: the application requires liquid flow measurement. the application requires general-purpose configuration. the installation environment requires a robust industrial enclosure. the equipment is re,EXPLICIT_GP,NOVALUE,0.0,,,4,0.99,ironment requires a robust industrial enclosure. the equipment is required to support the alternative electrical supply option. the proposed solution must provide one measurement channel. the proposed solution,EXPLICIT_ALTERNATIVE_POWER,1,0.99,d to support the alternative electrical supply option. the proposed solution must provide one measurement channel. the proposed solution must provide hazardous-area operation. we require installation in,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,plication requires the standard certification package. the proposed solution must provide high-speed communication. we would prefer switchable current-output functionality. the equipment is required to su,SEMANTIC_HIGH_SPEED,CS1,0.9,ion package. the proposed solution must provide high-speed communication. we would prefer switchable current-output functionality. the equipment is required to support a dedicated current-input channel. we,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,. the equipment is required to support a dedicated current-input channel. we would prefer temperature measurement capability. the equipment is required to support an open-collector input capability. where available,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.96,"available, we would like advanced low-temperature measurement capability. we would prefer advanced meter verification. where available, we would like custom fluid configuration. please include pricing, expec",SEMANTIC_AMV,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-000013,15,6,5,1,10,False,G,0.98,"n based on the following technical and application requirements: the application requires gas measurement. the equipment is required to support standard process configuration. where available, we",EXPLICIT_GAS,TE,0.96,"ability. the application requires one current input. the equipment is required to support temperature measurement capability. we require a digital open-collector input. where available, we would like adv",EXPLICIT_TE,ST,0.99,"ent is required to support standard process configuration. where available, we would like stainless-steel enclosure. if possible, please provide standard power supply. the equipment is required to support",EXPLICIT_HOUSING,1,0.99,"on. where available, we would like stainless-steel enclosure. if possible, please provide standard power supply. the equipment is required to support a single measurement channel. we require operation",EXPLICIT_STANDARD_POWER,1,0.99,"if possible, please provide standard power supply. the equipment is required to support a single measurement channel. we require operation in an area requiring explosion protection. we require installation",EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.98,"ability. the application requires one current input. the equipment is required to support temperature measurement capability. we require a digital open-collector input. where available, we would like advanced low-t",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-000014,15,8,5,3,10,False,G,0.98,he following technical and application requirements: the equipment is required to support gas measurement. the proposed solution must provide standard process configuration. we would prefer stain,EXPLICIT_GAS,TE,0.96,"he standard communication interface as a preferred option. where available, we would like temperature measurement capability. we require digital signal input capability. where available, we would like en",EXPLICIT_TE,ST,0.99,"ement. the proposed solution must provide standard process configuration. we would prefer stainless-steel enclosure. we require standard power supply. where available, we would like one measurement channel",EXPLICIT_HOUSING,1,0.99,"ide standard process configuration. we would prefer stainless-steel enclosure. we require standard power supply. where available, we would like one measurement channel. the equipment is required to sup",EXPLICIT_STANDARD_POWER,1,0.99,"ainless-steel enclosure. we require standard power supply. where available, we would like one measurement channel. the equipment is required to support the required explosionapproval configuration. the p",EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,AS,0.99,"solution must provide standard certification documentation. please consider the standard communication interface as a preferred option. where available, we would like temperature measurement capability. we",EXPLICIT_DATA_INTERFACE,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.98,"he standard communication interface as a preferred option. where available, we would like temperature measurement capability. we require digital signal input capability. where available, we would like enhanced meas",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,MP1,0.8,"red option. where available, we would like temperature measurement capability. we require digital signal input capability. where available, we would like enhanced measurement capability for demanding application",SEMANTIC_MP,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-000015,15,5,4,1,11,False,G,0.98,"s: the application requires liquid flow measurement. the equipment is required to support general-purpose configuration. we require stainless-steel housing. where available, we would like the standard electric",EXPLICIT_GENERAL_PURPOSE,GP,0.98,"s: the application requires liquid flow measurement. the equipment is required to support general-purpose configuration. we require stainless-steel housing. where available, we would like the standard electric",EXPLICIT_GP,ST,0.99,"asurement. the equipment is required to support general-purpose configuration. we require stainless-steel housing. where available, we would like the standard electrical supply option. the proposed solut",EXPLICIT_HOUSING,NOVALUE,0.0,,,1,0.99,"we would like the standard electrical supply option. the proposed solution must provide a single measurement channel. if possible, please provide the required explosionapproval configuration. the equipment",EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.96,"iagnostic access. please consider one current input as a preferred option. we require one temperature measurement input. if possible, please provide an open-collector input capability. we require enhance",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-000016,14,7,6,1,8,False,G,0.98,n based on the following technical and application requirements: the application requires gas metering application. the proposed solution must provide general-purpose configuration. the applic,EXPLICIT_GAS,GP,0.98,ts: the application requires gas metering application. the proposed solution must provide general-purpose configuration. the application requires stainless-steel enclosure. the application requires the standar,EXPLICIT_GP,ST,0.99,he proposed solution must provide general-purpose configuration. the application requires stainless-steel enclosure. the application requires the standard electrical supply option. we require a single meas,EXPLICIT_HOUSING,NOVALUE,0.0,,,1,0.99,l enclosure. the application requires the standard electrical supply option. we require a single measurement channel. the equipment is required to support the installation does not require hazardous-area ap,EXPLICIT_CHANNEL,N,0.99,quire a single measurement channel. the equipment is required to support the installation does not require hazardous-area approval. the proposed solution must provide standard installation conditions. we require standard,EXPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,"ns. we require standard certification documentation. the equipment is required to support standard communication capability. if possible, please provide a dedicated current-input channel. where availabl",SEMANTIC_STANDARD_COMMUNICATION,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.98,"e would like an open-collector input capability. if possible, please provide advanced low-temperature measurement capability. we would prefer dynamic gas measurement functionality. we require custom fluid configura",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-000017,12,6,4,2,8,False,F,0.96,ide a quotation based on the following technical and application requirements: we require flow measurement for liquid service. the proposed solution must provide water-duty measurement. we would p,EXPLICIT_FLOW,VG,0.9,"rovide the required binaeropencoll_mp configuration. if possible, please provide advanced verification functionality. please include pricing, expected delivery lead time, validity of the quota",EXPLICIT_VG,ST,0.99,iquid service. the proposed solution must provide water-duty measurement. we would prefer stainless-steel housing. the equipment is required to support standard power supply. we require two independent m,EXPLICIT_HOUSING,1,0.99,easurement. we would prefer stainless-steel housing. the equipment is required to support standard power supply. we require two independent measurement channels. the proposed solution must provide the,EXPLICIT_STANDARD_POWER,NOVALUE,0.0,,,N,0.99,two independent measurement channels. the proposed solution must provide the installation does not require hazardous-area approval. we require a non-hazardous installation area. the proposed solution must provide standar,EXPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,CS1,0.9,lication requires enhanced communication capability. the application requires an enhanced switchable current-output capability. the proposed solution must provide the required binaeropencoll_mp configurati,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-000018,11,6,5,1,6,False,F,0.96,llowing technical and application requirements: the proposed solution must provide liquid flow measurement. the equipment is required to support temperature-focused measurement service. we would p,EXPLICIT_FLOW,TE,0.96,n documentation. we require the required datainterface configuration. we require multiple temperature measurement inputs. the proposed solution must provide advanced meter verification. please include pr,EXPLICIT_TE,ST,0.99,"equipment is required to support temperature-focused measurement service. we would prefer stainless-steel enclosure. the application requires standard power supply. where available, we would like two indep",EXPLICIT_HOUSING,1,0.99,"measurement service. we would prefer stainless-steel enclosure. the application requires standard power supply. where available, we would like two independent measurement channels. we require the requ",EXPLICIT_STANDARD_POWER,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.96,n documentation. we require the required datainterface configuration. we require multiple temperature measurement inputs. the proposed solution must provide advanced meter verification. please include pr,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.96,"n. we require multiple temperature measurement inputs. the proposed solution must provide advanced meter verification. please include pricing, expected delivery lead time, validity of the quotation, and any",SEMANTIC_AMV,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-000019,13,8,7,1,6,False,G,0.98,on requirements: we require flow measurement for liquid service. the application requires general-purpose configuration. the equipment is required to support stainless-steel housing. the proposed solution must,EXPLICIT_GENERAL_PURPOSE,GP,0.98,on requirements: we require flow measurement for liquid service. the application requires general-purpose configuration. the equipment is required to support stainless-steel housing. the proposed solution must,EXPLICIT_GP,ST,0.99,application requires general-purpose configuration. the equipment is required to support stainless-steel housing. the proposed solution must provide an alternative power supply. the equipment is require,EXPLICIT_HOUSING,4,0.99,ent is required to support stainless-steel housing. the proposed solution must provide an alternative power supply. the equipment is required to support a single measurement channel. we require standard n,EXPLICIT_ALTERNATIVE_POWER,1,0.99,solution must provide an alternative power supply. the equipment is required to support a single measurement channel. we require standard non-hazardous-area installation. the proposed solution must provide,EXPLICIT_CHANNEL,N,0.94,y. the equipment is required to support a single measurement channel. we require standard non-hazardous-area installation. the proposed solution must provide a non-hazardous installation area.,IMPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,CS1,0.9,"certification. we require enhanced communication capability. if possible, please provide switchable current-output functionality. the equipment is required to support one temperature measurement input. we",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,"uipment is required to support one temperature measurement input. we require advanced low-temperature measurement capability. where available, we would like custom fluid configuration. please include pricing, expec",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-000020,15,11,9,2,6,False,G,0.98,ide a quotation based on the following technical and application requirements: we require gas metering application. we require general-purpose configuration. the proposed solution must provide,EXPLICIT_GAS,GP,0.98,g technical and application requirements: we require gas metering application. we require general-purpose configuration. the proposed solution must provide stainless-steel housing. the proposed solution must p,EXPLICIT_GP,ST,0.99,"application. we require general-purpose configuration. the proposed solution must provide stainless-steel housing. the proposed solution must provide an alternative power supply. where available, we woul",EXPLICIT_HOUSING,4,0.99,"osed solution must provide stainless-steel housing. the proposed solution must provide an alternative power supply. where available, we would like one measurement channel. the application requires standar",EXPLICIT_ALTERNATIVE_POWER,1,0.99,"roposed solution must provide an alternative power supply. where available, we would like one measurement channel. the application requires standard non-hazardous-area installation. the proposed solution",EXPLICIT_CHANNEL,N,0.94,"where available, we would like one measurement channel. the application requires standard non-hazardous-area installation. the proposed solution must provide a non-hazardous installation area.",IMPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,AS,0.99,"lable, we would like the required measurement certification. please consider the standard communication interface as a preferred option. the equipment is required to support switchable current-output functi",EXPLICIT_DATA_INTERFACE,CS1,0.9,ndard communication interface as a preferred option. the equipment is required to support switchable current-output functionality. the equipment is required to support one current input. please consider on,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.96,unctionality. the equipment is required to support one current input. please consider one temperature measurement input as a preferred option. we would prefer digital signal input capability. the propose,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,MP1,0.8,please consider one temperature measurement input as a preferred option. we would prefer digital signal input capability. the proposed solution must provide enhanced measurement capability for demanding applica,SEMANTIC_MP,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.9,"d measurement capability for demanding applications. the equipment is required to support enhanced gas measurement capability. please include pricing, expected delivery lead time, validity of the quotatio",SEMANTIC_DGM,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-000021,15,6,5,1,10,False,G,0.98,the following technical and application requirements: the proposed solution must provide gas measurement. the equipment is required to support standard-temperature service. the equipment is requ,EXPLICIT_GAS,TE,0.96,equipment is required to support switchable current-output functionality. please consider temperature measurement capability as a preferred option. we require an open-collector input capability. we requi,EXPLICIT_TE,ST,0.99,is required to support standard-temperature service. the equipment is required to support stainless-steel enclosure. the application requires the standard electrical supply option. the application requires,EXPLICIT_HOUSING,NOVALUE,0.0,,,NOVALUE,0.0,,,N,0.99,"o independent measurement channels. the equipment is required to support the installation does not require hazardous-area approval. we require a non-hazardous installation area. if possible, please provide the standard c",EXPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,CS1,0.9,ckage. we require enhanced communication capability. the equipment is required to support switchable current-output functionality. please consider temperature measurement capability as a preferred option.,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,equipment is required to support switchable current-output functionality. please consider temperature measurement capability as a preferred option. we require an open-collector input capability. we require enhanced,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-000022,16,9,7,2,9,False,G,0.98,he following technical and application requirements: the equipment is required to support gas measurement. the application requires standard temperature application. we would prefer stainless-ste,EXPLICIT_GAS,TE,0.96,"ty. if possible, please provide one current input. the proposed solution must provide one temperature measurement input. we require digital signal input capability. we require advanced verification funct",EXPLICIT_TE,ST,0.99,"s measurement. the application requires standard temperature application. we would prefer stainless-steel housing. where available, we would like standard power supply. the equipment is required to suppo",EXPLICIT_HOUSING,1,0.99,"ture application. we would prefer stainless-steel housing. where available, we would like standard power supply. the equipment is required to support one measurement channel. the equipment is required",EXPLICIT_STANDARD_POWER,1,0.99,"here available, we would like standard power supply. the equipment is required to support one measurement channel. the equipment is required to support the required explosionapproval configuration. the e",EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,"solution must provide standard certification documentation. the application requires the standard communication interface. we would prefer switchable current-output functionality. if possible, please p",SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,"mentation. the application requires the standard communication interface. we would prefer switchable current-output functionality. if possible, please provide one current input. the proposed solution must",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.96,"ty. if possible, please provide one current input. the proposed solution must provide one temperature measurement input. we require digital signal input capability. we require advanced verification funct",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,MP1,0.8,t input. the proposed solution must provide one temperature measurement input. we require digital signal input capability. we require advanced verification functionality. please consider custom fluid configurati,SEMANTIC_MP,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-000023,14,9,9,0,5,False,G,0.98,ide a quotation based on the following technical and application requirements: we require gas metering application. the equipment is required to support general-purpose configuration. the appl,EXPLICIT_GAS,GP,0.98,n requirements: we require gas metering application. the equipment is required to support general-purpose configuration. the application requires stainless-steel housing. the equipment is required to support a,EXPLICIT_GP,ST,0.99,equipment is required to support general-purpose configuration. the application requires stainless-steel housing. the equipment is required to support an alternative power supply. the equipment is requi,EXPLICIT_HOUSING,4,0.99,the application requires stainless-steel housing. the equipment is required to support an alternative power supply. the equipment is required to support a single measurement channel. we require the instal,EXPLICIT_ALTERNATIVE_POWER,1,0.99,"s required to support an alternative power supply. the equipment is required to support a single measurement channel. we require the installation does not require hazardous-area approval. if possible, pleas",EXPLICIT_CHANNEL,N,0.99,"quipment is required to support a single measurement channel. we require the installation does not require hazardous-area approval. if possible, please provide standard installation conditions. the application requires t",EXPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,ation requires the required measurement certification. the proposed solution must provide standard communication capability. the application requires a switchable current-output capability. the applicat,SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,posed solution must provide standard communication capability. the application requires a switchable current-output capability. the application requires one current input. the proposed solution must provid,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,"-collector input as a preferred option. the equipment is required to support advanced low-temperature measurement capability. please include pricing, expected delivery lead time, validity of the quotation, and any",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-000024,15,8,7,1,8,False,G,0.98,he following technical and application requirements: the equipment is required to support gas measurement. the proposed solution must provide standard temperature application. we would prefer sta,EXPLICIT_GAS,TE,0.96,"if possible, please provide switchable current-output functionality. we would prefer one temperature measurement input. if possible, please provide an additional digital signal input. the proposed solut",EXPLICIT_TE,ST,0.99,ent. the proposed solution must provide standard temperature application. we would prefer stainless-steel enclosure. the equipment is required to support standard power supply. the proposed solution must p,EXPLICIT_HOUSING,1,0.99,lication. we would prefer stainless-steel enclosure. the equipment is required to support standard power supply. the proposed solution must provide one measurement channel. please consider standard non,EXPLICIT_STANDARD_POWER,1,0.99,quipment is required to support standard power supply. the proposed solution must provide one measurement channel. please consider standard non-hazardous-area installation as a preferred option. the prop,EXPLICIT_CHANNEL,N,0.94,ply. the proposed solution must provide one measurement channel. please consider standard non-hazardous-area installation as a preferred option. the proposed solution must provide standard inst,IMPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,CS1,0.9,"benefit from convenient commissioning and diagnostic access. if possible, please provide switchable current-output functionality. we would prefer one temperature measurement input. if possible, please pro",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.96,"if possible, please provide switchable current-output functionality. we would prefer one temperature measurement input. if possible, please provide an additional digital signal input. the proposed solut",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
