rfq_id,error_type,characteristic,predicted_value,actual_value,evidence_text,confidence
RFQ731-004120,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-004120,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-004120,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004120,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-004120,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004120,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-004120,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004120,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-004121,WRONG_VALUE,characteristic,TE,GP,"lable, we would like switchable current-output functionality. if possible, please provide temperature measurement capability. where available, we would like advanced low-temperature measurement capabilit",0.96
RFQ731-004121,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-004121,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-004121,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004121,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-004122,WRONG_VALUE,characteristic,TE,GP,would like switchable current-output functionality. the equipment is required to support temperature measurement capability. please consider an open-collector input capability as a preferred option. the,0.96
RFQ731-004122,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-004122,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-004122,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004122,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-004122,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004122,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-004123,WRONG_VALUE,characteristic,TE,GP,eed communication. we require a switchable current-output capability. please consider one temperature measurement input as a preferred option. the application requires advanced low-temperature measuremen,0.96
RFQ731-004123,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-004123,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-004123,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004123,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-004123,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004123,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-004123,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-004124,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-004124,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004124,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004124,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-004124,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004124,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-004124,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004125,WRONG_VALUE,characteristic,VG,ST,"ed communication. we would prefer one current input. if possible, please provide advanced verification functionality. the application requires custom fluid configuration. the application requi",0.9
RFQ731-004125,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-004125,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004125,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004125,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004125,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-004125,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-004125,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-004126,WRONG_VALUE,devCategory,G,F,"ments: we require flow measurement for liquid service. the proposed solution must provide general-purpose configuration. the equipment is required to support stainless-steel housing. where available, we would",0.98
RFQ731-004126,FALSE_POSITIVE,temperaturEingaenge,TT1,NOVALUE,"pport an open-collector input capability. the proposed solution must provide advanced low-temperature measurement capability. the customer would like enhanced verification capabilities for maintenance. if possible,",0.98
RFQ731-004126,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-004126,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-004126,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004126,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004126,FALSE_NEGATIVE,dataInterface,NOVALUE,NN,,0.0
RFQ731-004126,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004126,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-004126,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004126,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-004126,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-004127,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,ication requires temperature measurement capability. the equipment is required to support digital signal input capability. we require advanced low-temperature measurement capability. please consider advanced met,0.8
RFQ731-004127,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-004127,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-004127,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004127,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-004127,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004128,WRONG_VALUE,characteristic,TE,ST,ase consider a switchable current-output capability as a preferred option. we require one temperature measurement input. the application requires a digital open-collector input. the equipment is required,0.96
RFQ731-004128,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-004128,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-004128,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004128,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004128,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-004128,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004128,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-004128,FALSE_NEGATIVE,steamApplication,NOVALUE,H,,0.0
RFQ731-004129,WRONG_VALUE,devCategory,G,S,"uirements: we require the required devcategory configuration. if possible, please provide general-purpose configuration. if possible, please provide stainless-steel enclosure. the proposed solution must provid",0.98
RFQ731-004129,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-004129,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004129,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004129,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004129,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004130,WRONG_VALUE,characteristic,TE,ST,"ed option. where available, we would like one current input. the application requires one temperature measurement input. the application requires an additional digital signal input. the proposed solution",0.96
RFQ731-004130,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-004130,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-004130,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004130,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004130,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004130,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-004130,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004130,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-004130,FALSE_NEGATIVE,steamApplication,NOVALUE,H,,0.0
RFQ731-004131,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-004131,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004131,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-004131,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004131,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-004131,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004132,WRONG_VALUE,characteristic,TE,ST,"output capability. we require one current input. the equipment is required to support one temperature measurement input. we would prefer digital signal input capability. if possible, please provide enhan",0.96
RFQ731-004132,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,". the equipment is required to support one temperature measurement input. we would prefer digital signal input capability. if possible, please provide enhanced measurement capability for demanding applications.",0.8
RFQ731-004132,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-004132,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-004132,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004132,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004132,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004132,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-004132,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004132,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-004132,FALSE_NEGATIVE,steamApplication,NOVALUE,H,,0.0
RFQ731-004133,WRONG_VALUE,devCategory,G,H,"application requires the required devcategory configuration. if possible, please provide general-purpose configuration. the equipment is required to support stainless-steel housing. the equipment is required",0.98
RFQ731-004133,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-004133,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004133,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004133,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-004133,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004133,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-004133,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004134,WRONG_VALUE,characteristic,TE,VG,"utput capability. if possible, please provide one current input. the application requires temperature measurement capability. if possible, please provide the required binaerdigitalopencoll_mn configurati",0.96
RFQ731-004134,WRONG_VALUE,stromSchaltbar,CS1,CS2,"would benefit from convenient commissioning and diagnostic access. we require an enhanced switchable current-output capability. if possible, please provide one current input. the application requires tempe",0.9
RFQ731-004134,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-004134,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-004134,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-004134,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004134,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004134,FALSE_NEGATIVE,dataInterface,NOVALUE,NN,,0.0
RFQ731-004134,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004134,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN2,,0.0
RFQ731-004135,WRONG_VALUE,characteristic,VG,ST,fer an additional digital signal input. the proposed solution must provide advanced meter verification. the proposed solution must provide custom fluid configuration. please consider the requi,0.9
RFQ731-004135,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-004135,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004135,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004135,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-004135,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004135,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-004135,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-004135,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-004136,WRONG_VALUE,characteristic,TE,ST,ed to support a dedicated current-input channel. the equipment is required to support one temperature measurement input. the proposed solution must provide digital signal input capability. we would prefe,0.96
RFQ731-004136,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,required to support one temperature measurement input. the proposed solution must provide digital signal input capability. we would prefer advanced meter verification. we would prefer custom fluid configuration.,0.8
RFQ731-004136,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-004136,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-004136,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004136,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-004136,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004136,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-004136,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-004136,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-004137,WRONG_VALUE,devCategory,G,H,requirements: the application requires the required devcategory configuration. we require general-purpose configuration. the installation environment requires a robust industrial enclosure. the proposed soluti,0.98
RFQ731-004137,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-004137,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-004137,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-004137,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004137,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004137,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-004137,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004138,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,. we would prefer one temperature measurement input. the equipment is required to support digital signal input capability. the equipment is required to support enhanced measurement capability for demanding appli,0.8
RFQ731-004138,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-004138,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004138,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-004138,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004138,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-004138,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004138,FALSE_NEGATIVE,dynamicGasMaster,NOVALUE,1,,0.0
RFQ731-004139,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-004139,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-004139,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004139,FALSE_NEGATIVE,dataInterface,NOVALUE,NN,,0.0
RFQ731-004139,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-004139,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004139,FALSE_NEGATIVE,dynamicGasMaster,NOVALUE,1,,0.0
RFQ731-004139,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-004140,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-004140,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-004140,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-004140,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004140,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-004140,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004140,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-004140,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004140,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-004140,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-004141,WRONG_VALUE,characteristic,TE,CA,"current-output capability. we require a dedicated current-input channel. please consider temperature measurement capability as a preferred option. if possible, please provide the required binaeropencoll",0.96
RFQ731-004141,WRONG_VALUE,stromSchaltbar,CS1,CS2,ease consider high-speed communication as a preferred option. we would prefer an enhanced switchable current-output capability. we require a dedicated current-input channel. please consider temperature mea,0.9
RFQ731-004141,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-004141,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-004141,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004141,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004141,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004141,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP4,,0.0
RFQ731-004142,WRONG_VALUE,characteristic,VG,ST,"n. where available, we would like an open-collector input capability. we require advanced verification functionality. the equipment is required to support a customer-specific fluid definition.",0.9
RFQ731-004142,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-004142,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-004142,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004142,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004142,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-004142,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-004142,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-004142,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-004143,WRONG_VALUE,devCategory,G,F,on requirements: the application requires flow measurement for liquid service. we require general-purpose configuration. the installation environment requires a robust industrial enclosure. we would prefer the,0.98
RFQ731-004143,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,. the equipment is required to support one temperature measurement input. we would prefer digital signal input capability. the equipment is required to support enhanced measurement capability for demanding appli,0.8
RFQ731-004143,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-004143,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-004143,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-004143,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004143,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-004143,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004144,WRONG_VALUE,devCategory,G,S,red devcategory configuration as a preferred option. the equipment is required to support general-purpose configuration. the application requires stainless-steel housing. we would prefer an alternative power s,0.98
RFQ731-004144,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,"he application requires one temperature measurement input. where available, we would like digital signal input capability. the application requires advanced low-temperature measurement capability. please include",0.8
RFQ731-004144,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-004144,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004144,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-004144,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004144,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-004144,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004145,WRONG_VALUE,characteristic,TE,GP,n capability. the application requires a dedicated current-input channel. please consider temperature measurement capability as a preferred option. the equipment is required to support digital signal inp,0.96
RFQ731-004145,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,rature measurement capability as a preferred option. the equipment is required to support digital signal input capability. we require enhanced measurement capability for demanding applications. please include pr,0.8
RFQ731-004145,FALSE_NEGATIVE,devCategory,NOVALUE,S,,0.0
RFQ731-004145,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-004145,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-004145,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004145,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004145,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004145,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-004145,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004146,WRONG_VALUE,characteristic,TE,CA,"-output capability. the proposed solution must provide one current input. we would prefer temperature measurement capability. where available, we would like the required binaeropencoll_mp configuration.",0.96
RFQ731-004146,WRONG_VALUE,stromSchaltbar,CS1,CS2,"port the required datainterface configuration. where available, we would like an enhanced switchable current-output capability. the proposed solution must provide one current input. we would prefer tempera",0.9
RFQ731-004146,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-004146,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-004146,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004146,FALSE_NEGATIVE,dataInterface,NOVALUE,PA,,0.0
RFQ731-004146,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004146,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP4,,0.0
RFQ731-004146,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-004147,WRONG_VALUE,characteristic,VG,PW,"st provide the required binaeropencoll_mp configuration. the customer would like enhanced verification capabilities for maintenance. please include pricing, expected delivery lead time, validi",0.9
RFQ731-004147,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-004147,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-004147,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004147,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004147,FALSE_NEGATIVE,dataInterface,NOVALUE,MR,,0.0
RFQ731-004147,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP2,,0.0
RFQ731-004147,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-004148,FALSE_POSITIVE,temperaturEingaenge,TT1,NOVALUE,"must provide an open-collector input capability. if possible, please provide advanced low-temperature measurement capability. the proposed solution must provide advanced verification functionality. we require dynam",0.98
RFQ731-004148,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-004148,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-004148,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004148,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004148,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-004148,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004148,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-004148,FALSE_NEGATIVE,dynamicGasMaster,NOVALUE,1,,0.0
RFQ731-004149,WRONG_VALUE,characteristic,TE,GP,"requires a digital open-collector input. the proposed solution must provide advanced low-temperature measurement capability. where available, we would like advanced meter verification. the proposed solu",0.96
RFQ731-004149,FALSE_POSITIVE,temperaturEingaenge,TT1,NOVALUE,"requires a digital open-collector input. the proposed solution must provide advanced low-temperature measurement capability. where available, we would like advanced meter verification. the proposed solution must p",0.98
RFQ731-004149,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-004149,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-004149,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004149,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-004149,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004150,WRONG_VALUE,devCategory,G,F,"ment is required to support flow measurement for liquid service. the application requires general-purpose configuration. where available, we would like stainless-steel housing. the proposed solution must provi",0.98
RFQ731-004150,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,t. the proposed solution must provide temperature measurement capability. we would prefer digital signal input capability. the equipment is required to support advanced low-temperature measurement capability. pl,0.8
RFQ731-004150,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-004150,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004150,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004150,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004150,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-004150,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004150,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-004151,WRONG_VALUE,characteristic,TE,GP,"ferred option. where available, we would like one current input. the application requires temperature measurement capability. the equipment is required to support a digital open-collector input. please c",0.96
RFQ731-004151,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-004151,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-004151,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004151,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-004151,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-004151,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-004151,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-004152,WRONG_VALUE,characteristic,VG,PW,"ike a switchable current-output capability. the equipment is required to support advanced verification functionality. please include pricing, expected delivery lead time, validity of the quota",0.9
RFQ731-004152,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-004152,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-004152,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-004152,FALSE_NEGATIVE,dataInterface,NOVALUE,MR,,0.0
RFQ731-004152,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
