rfq_id,canonical_configuration_id,ml_split,ml_target,record_type,generation_method,evidence_level,source_frequency,nearest_real_distance,num_changed_characteristics,evidence_score,mandatory_total,mandatory_satisfied,mandatory_violations,preferred_total,preferred_satisfied,preferred_differences,unmentioned_features,mandatory_valid,mandatory_preferred_valid,source_frequency_score,real_proximity_score,low_change_score,observed_configuration_score,evidence_score_normalized,rfq_ground_truth_record_type,rfq_ground_truth_evidence_level,rfq_ground_truth_nearest_real_distance,rfq_requirement_count,rfq_mandatory_requirement_count,rfq_preferred_requirement_count,rfq_unique_required_characteristics,config_devCategory,config_characteristic,config_housing,config_powerSupply,config_numberOfChannels,config_explosionApproval,config_protectionArea,config_certification,config_dataInterface,config_stromSchaltbar,config_stromEingaenge,config_temperaturEingaenge,config_binaerDigitalOpenColl_MN,config_binaerOpenColl_MP,config_waveInjector,config_dev_advMeterVerification,config_dynamicGasMaster,config_customUserFluid,config_steamApplication
RFQ731-003779,CFG731_fdb901ceaee1caed,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,8,8,0,5,5,0,6,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,13,8,5,13,S,GP,ST,1,1,A,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
RFQ731-003780,CFG731_e08dfad4737be3d9,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,11,11,0,4,4,0,4,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,11,4,15,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-003780,CFG731_1c5301147dd0cfb1,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,11,11,0,4,4,0,4,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,11,4,15,G,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-003780,CFG731_3352d611bcf09d74,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.2,11,11,0,4,4,0,4,True,True,0.0,0.5,0.5,0.0,0.8933823529411765,DERIVED,VERY_STRONG,1,15,11,4,15,G,GP,ST,4,1,N,N,MN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-003780,CFG731_31d0a0df66872bf7,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,11,11,0,4,4,0,4,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,15,11,4,15,G,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-003781,CFG731_0c3b33750ffab3ac,TEST,1,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,7,7,0,4,4,0,8,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,11,7,4,11,F,TE,ST,1,2,N,N,NN,MT,NOVALUE,NOVALUE,TT2,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-003781,CFG731_7113759c5b95914d,TEST,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,61.6,7,7,0,4,4,0,8,True,True,0.0,0.5,0.0,0.0,0.2941176470588235,OBSERVED,OBSERVED,0,11,7,4,11,F,TE,ST,1,2,N,N,NN,MT,CS2,NOVALUE,TT2,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-003782,CFG731_0db950a4979d2c52,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,4,4,0,5,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,10,4,14,G,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-003782,CFG731_258498329a834b05,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,10,10,0,4,4,0,5,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,10,4,14,G,GP,ST,4,1,A,2,MN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-003782,CFG731_f030e97d69c5c359,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.0,10,10,0,4,4,0,5,True,True,0.0,0.5,0.5,0.0,0.8897058823529411,DERIVED,VERY_STRONG,1,14,10,4,14,G,GP,ST,4,1,A,2,MN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
RFQ731-003782,CFG731_36d7686aca1200ae,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,14,10,4,14,G,GP,ST,4,1,A,2,MN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-003782,CFG731_fa6b5a7df55858c0,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,14,10,4,14,G,GP,ST,4,1,A,2,MN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-003783,CFG731_8c50542218db5cb0,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,3,3,0,6,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,13,10,3,13,F,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-003783,CFG731_fc0b29ae617f0a6b,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,10,10,0,3,3,0,6,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,13,10,3,13,F,GP,ST,4,1,A,2,MN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-003783,CFG731_b3506a753aafcfa3,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.0,10,10,0,3,3,0,6,True,True,0.0,0.5,0.5,0.0,0.8897058823529411,DERIVED,VERY_STRONG,1,13,10,3,13,F,GP,ST,4,1,A,2,MN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-003783,CFG731_15f034f7c265528f,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,13,10,3,13,F,GP,ST,4,1,A,2,MN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-003783,CFG731_f7e6eb169c92689f,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,13,10,3,13,F,GP,ST,4,1,A,2,MN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-003783,CFG731_693e4f56d8944ca7,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,51.8,10,10,0,3,3,0,6,True,True,0.0,0.0,0.0,0.0,0.113970588235294,DERIVED,VERY_STRONG,1,13,10,3,13,F,GP,ST,4,1,A,2,MN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-003784,CFG731_4189e4dbecbffadb,TRAIN,1,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,95.1,9,9,0,3,3,0,7,True,True,0.0,0.5,0.5,0.0,0.9099264705882352,DERIVED,VERY_STRONG,1,12,9,3,12,G,CA,ST,1,1,F,2,NN,HS,CS2,IS1,TT1,MN4,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-003784,CFG731_b43582909c828d95,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,96.5,9,9,0,3,3,0,7,True,True,0.0,0.5,0.0,0.0,0.9356617647058824,DERIVED,VERY_STRONG,1,12,9,3,12,G,CA,ST,1,1,F,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-003785,CFG731_60f3aae8ede70fe0,TEST,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,6,6,0,3,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,16,10,6,16,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-003785,CFG731_447ecefb64ae83c3,TEST,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,67.0,10,10,0,6,6,0,3,True,True,0.0,0.5,0.0,0.0,0.3933823529411764,DERIVED,MODERATE,1,16,10,6,16,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-003786,CFG731_a40ab19ad6671fbe,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,11,11,0,3,3,0,5,True,True,1.0,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,14,11,3,14,G,ST,ST,1,1,K,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-003786,CFG731_098817d766a37bc2,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,11,11,0,3,3,0,5,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,14,11,3,14,G,ST,ST,1,1,K,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-003786,CFG731_cc64ce3eaedacb17,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,11,11,0,3,3,0,5,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,14,11,3,14,G,ST,ST,1,1,K,2,NN,NN,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-003786,CFG731_bc9146cb8459e9c2,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,11,11,0,3,3,0,5,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,OBSERVED,OBSERVED,0,14,11,3,14,G,ST,ST,1,1,K,2,NN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-003787,CFG731_0fdf5c36c9c41e69,VALIDATION,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,11,11,0,2,2,0,6,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,LOW,2,13,11,2,13,G,ST,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-003787,CFG731_32b4b1ec4513af66,VALIDATION,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,11,11,0,2,2,0,6,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,LOW,2,13,11,2,13,G,ST,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N
RFQ731-003787,CFG731_1138f8ea5fc95654,VALIDATION,0,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,11,11,0,2,2,0,6,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,DERIVED,LOW,2,13,11,2,13,G,ST,ST,1,1,A,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N
RFQ731-003787,CFG731_04ce01976de342c1,VALIDATION,0,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,11,11,0,2,2,0,6,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,DERIVED,LOW,2,13,11,2,13,G,ST,ST,1,1,A,2,NN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-003787,CFG731_68d95a26943b3650,VALIDATION,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,95.1,11,11,0,2,2,0,6,True,True,0.0,0.5,0.5,0.0,0.9099264705882352,DERIVED,LOW,2,13,11,2,13,G,ST,ST,1,1,A,2,NN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N
RFQ731-003787,CFG731_671960d0fb04b698,VALIDATION,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,95.1,11,11,0,2,2,0,6,True,True,0.0,0.5,0.5,0.0,0.9099264705882352,DERIVED,LOW,2,13,11,2,13,G,ST,ST,1,1,A,2,NN,HS,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-003787,CFG731_5bcbd41401fcf7c5,VALIDATION,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,67.9,11,11,0,2,2,0,6,True,True,0.0,0.5,0.0,0.0,0.4099264705882354,DERIVED,LOW,2,13,11,2,13,G,ST,ST,1,1,A,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-003787,CFG731_903051672b581bab,VALIDATION,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,67.1,11,11,0,2,2,0,6,True,True,0.0,0.5,0.0,0.0,0.395220588235294,DERIVED,LOW,2,13,11,2,13,G,ST,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-003787,CFG731_9b48d8977da96686,VALIDATION,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,66.4,11,11,0,2,2,0,6,True,True,0.0,0.5,0.0,0.0,0.3823529411764707,DERIVED,LOW,2,13,11,2,13,G,ST,ST,1,1,A,2,NN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-003787,CFG731_fbf2539ea471ea5b,VALIDATION,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,66.4,11,11,0,2,2,0,6,True,True,0.0,0.5,0.0,0.0,0.3823529411764707,DERIVED,LOW,2,13,11,2,13,G,ST,ST,1,1,A,2,NN,HS,CS1,IS1,NOVALUE,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N
RFQ731-003787,CFG731_0d6df01ace2df68d,VALIDATION,0,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,52.1,11,11,0,2,2,0,6,True,True,0.0,0.0,0.0,0.0,0.119485294117647,DERIVED,LOW,2,13,11,2,13,G,ST,ST,1,1,A,2,NN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-003788,CFG731_a56f1437a0b4ca31,VALIDATION,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,13,13,0,3,3,0,3,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,16,13,3,16,G,ST,ST,1,2,K,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
RFQ731-003789,CFG731_70b6eaf9262ca4d0,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,11,11,0,2,2,0,6,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,13,11,2,13,F,WD,ST,1,1,N,N,NN,HS,CS2,IS1,NOVALUE,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-003790,CFG731_f97e51d1da57d99f,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,11,11,0,4,4,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,15,11,4,15,F,GP,ST,4,1,F,2,MN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-003790,CFG731_ebb861c404a79d91,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,65.5,11,11,0,4,4,0,4,True,True,0.0,0.5,0.0,0.0,0.3658088235294117,DERIVED,MODERATE,1,15,11,4,15,F,GP,ST,4,1,F,2,MN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-003791,CFG731_62d0f0f6bab9bdcb,TEST,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,5,5,0,4,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,10,5,15,F,GP,ST,1,1,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-003791,CFG731_9fcbeaf9d5010d3a,TEST,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,5,5,0,4,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,15,10,5,15,F,GP,ST,1,1,N,N,NN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-003792,CFG731_516629085c122a4e,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,11,11,0,3,3,0,5,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,11,3,14,F,GP,ST,1,1,K,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-003792,CFG731_c7c53fc5541f1dc1,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,11,11,0,3,3,0,5,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,11,3,14,F,GP,ST,1,1,K,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-003792,CFG731_48a4e554ffcf39e6,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.0,11,11,0,3,3,0,5,True,True,0.0,0.5,0.5,0.0,0.8897058823529411,DERIVED,VERY_STRONG,1,14,11,3,14,F,GP,ST,1,1,K,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-003793,CFG731_cfb2b92dd8f09f39,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,13,13,0,2,2,0,4,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,15,13,2,15,G,VG,ST,1,2,F,2,NN,HS,CS1,IS2,TT1,MN2,NOVALUE,NOVALUE,1,1,NOVALUE,NOVALUE
RFQ731-003794,CFG731_55e37d2b9d20276c,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,11,11,0,3,3,0,5,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,14,11,3,14,G,CA,ST,1,2,A,2,NN,NN,CS2,IS1,TT1,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-003795,CFG731_0db950a4979d2c52,VALIDATION,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,11,11,0,4,4,0,4,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,11,4,15,G,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-003795,CFG731_5e61ce3b60d15e11,VALIDATION,0,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,11,11,0,4,4,0,4,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,11,4,15,G,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-003795,CFG731_de6efef3a5b620bb,VALIDATION,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,11,11,0,4,4,0,4,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,11,4,15,G,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-003795,CFG731_28ac43a93658ad6b,VALIDATION,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,11,11,0,4,4,0,4,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,11,4,15,G,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-003795,CFG731_243419c6708378b3,VALIDATION,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,93.7,11,11,0,4,4,0,4,True,True,0.0,0.5,0.5,0.0,0.8841911764705883,DERIVED,VERY_STRONG,1,15,11,4,15,G,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-003795,CFG731_332fb57dab8e30c6,VALIDATION,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,63.2,11,11,0,4,4,0,4,True,True,0.0,0.5,0.0,0.0,0.3235294117647059,DERIVED,VERY_STRONG,1,15,11,4,15,G,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-003796,CFG731_d27f5f5f307014a8,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,11,11,0,3,3,0,5,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,LOW,2,14,11,3,14,G,GP,ST,4,1,N,N,MN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-003796,CFG731_40e06ca56bd88fa1,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,68.8,11,11,0,3,3,0,5,True,True,0.0,0.5,0.0,0.0,0.426470588235294,DERIVED,LOW,2,14,11,3,14,G,GP,ST,4,1,N,N,MN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
RFQ731-003796,CFG731_0598733818949fde,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,68.8,11,11,0,3,3,0,5,True,True,0.0,0.5,0.0,0.0,0.426470588235294,DERIVED,LOW,2,14,11,3,14,G,GP,ST,4,1,N,N,MN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
RFQ731-003796,CFG731_351fbf3330e3319e,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,66.4,11,11,0,3,3,0,5,True,True,0.0,0.5,0.0,0.0,0.3823529411764707,DERIVED,LOW,2,14,11,3,14,G,GP,ST,4,1,N,N,MN,HS,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-003796,CFG731_7a924ba8e265ed39,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,53.8,11,11,0,3,3,0,5,True,True,0.0,0.0,0.0,0.0,0.150735294117647,DERIVED,LOW,2,14,11,3,14,G,GP,ST,4,1,N,N,MN,HS,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
RFQ731-003797,CFG731_0fdf5c36c9c41e69,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,12,12,0,3,3,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,15,12,3,15,G,ST,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-003797,CFG731_9b48d8977da96686,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,66.4,12,12,0,3,3,0,4,True,True,0.0,0.5,0.0,0.0,0.3823529411764707,DERIVED,MODERATE,1,15,12,3,15,G,ST,ST,1,1,A,2,NN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-003798,CFG731_d124ccffa669c3a2,VALIDATION,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,11,11,0,4,4,0,4,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,11,4,15,G,ST,ST,1,1,N,N,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-003798,CFG731_ae2e4cfccaff4f50,VALIDATION,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,11,11,0,4,4,0,4,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,15,11,4,15,G,ST,ST,1,1,N,N,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-003799,CFG731_0fbee36816b7af98,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,9,9,0,6,6,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,9,6,15,G,GP,ST,4,1,A,2,MN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-003799,CFG731_9228cc48e333917c,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,95.1,9,9,0,6,6,0,4,True,True,0.0,0.5,0.5,0.0,0.9099264705882352,DERIVED,VERY_STRONG,1,15,9,6,15,G,GP,ST,4,1,A,2,MN,HS,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE
